index,artist,country,genre,gender,group_size,debut_album_year,track_name,uri,image_uri,song_uri,song_image_uri,embedded_track
133,Offset,us,Hip Hop,m,1,2017,Ric Flair Drip (with Metro Boomin),spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,https://i.scdn.co/image/ab6761610000e5eb628143c3dd14fc995f925d56,https://p.scdn.co/mp3-preview/89cee86b4663ac093731d7a433491dd71e286f61?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,https://open.spotify.com/embed/track/7sO5G9EABYOXQKNPNiE9NR
134,Justin Timberlake,us,Pop,m,1,2002,Selfish,spotify:artist:31TPClRtHm23RisEBtV3X7,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e,https://p.scdn.co/mp3-preview/fced13c746f3a83087f1a532545be4a47f0dcac1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273435445bec400f2d5e30582d1,https://open.spotify.com/embed/track/64WL36LvfiLGQJIDqLPAwB
135,Flo Rida,us,Hip Hop,m,1,2008,Low (feat. T-Pain),spotify:artist:0jnsk9HBra6NMjO2oANoPY,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452,https://p.scdn.co/mp3-preview/328d15426dd8b5e128341b72d0826ff0b32d1eb4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,https://open.spotify.com/embed/track/0CAfXk7DXMnon4gLudAp7J
136,Romeo Santos,us,Latin,m,1,2012,X SI VOLVEMOS,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,https://i.scdn.co/image/ab6761610000e5eb6d8b48abede0f9e433aa6e49,https://p.scdn.co/mp3-preview/7acebeaca9c3bfd588fa94d253b01d0aa03ef4a3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,https://open.spotify.com/embed/track/4NoOME4Dhf4xgxbHDT7VGe
137,Manuel Turizo,co,Latin,m,1,2019,La Bachata,spotify:artist:0tmwSHipWxN12fsoLcFU3B,https://i.scdn.co/image/ab6761610000e5eb9ec21e11a3ef595582c0287e,https://p.scdn.co/mp3-preview/0232b53fd7849e6696e1ab3099dd01dd00823f17?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1,https://open.spotify.com/embed/track/3tt9i3Hhzq84dPS8H7iSiJ
138,Avril Lavigne,ca,Pop,f,1,2002,Complicated,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,https://i.scdn.co/image/ab6761610000e5eb581efa688945cbb092df1726,https://p.scdn.co/mp3-preview/34657059f6a40050f96e3cbf3d929aa595f5dd60?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240,https://open.spotify.com/embed/track/5xEM5hIgJ1jjgcEBfpkt2F
139,Hozier,ie,Folk,m,1,2014,Take Me to Church,spotify:artist:2FXC3k01G6Gw61bmprjgqS,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a,https://p.scdn.co/mp3-preview/d6170162e349338277c97d2fab42c386701a4089?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2,https://open.spotify.com/embed/track/1CS7Sd1u5tWkstBhpssyjP
140,Kodak Black,us,Hip Hop,m,1,2014,Wake Up in the Sky,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,https://i.scdn.co/image/ab6761610000e5eb70c05cf4dc9a7d3ffd02ba19,https://p.scdn.co/mp3-preview/6a8b8a604866070283a65bc021cb51330555e9c7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736e4366b5308fd1c5462eb3ab,https://open.spotify.com/embed/track/2G1tXoGBaEMJ7FKGnkf6ud
141,G-Eazy,us,Hip Hop,m,1,2012,Tumblr Girls (feat. Christoph Andersson),spotify:artist:02kJSzxNuaWGqwubyUba0Z,https://i.scdn.co/image/ab6761610000e5ebd9cfdc05548d1655bc265f85,https://p.scdn.co/mp3-preview/0da4593e1107351dd0496f0348b0a64e4e035922?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bdfe4efd674482cf5ac88c99,https://open.spotify.com/embed/track/4Fv6wNYUixnYkj3Dgfrls8
143,BLACKPINK (블랙핑크),kr,Pop,f,4,2016,How You Like That,spotify:artist:41MozSoPIsD1dJM0CLPjZF,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c,https://p.scdn.co/mp3-preview/29a60b8d3fe44fdab03a0921fe70a9ea4a972a59?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737dd8f95320e8ef08aa121dfe,https://open.spotify.com/embed/track/4SFknyjLcyTLJFPKD2m96o
144,Frank Sinatra,us,Pop,m,1,1946,Somethin' Stupid,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411,https://p.scdn.co/mp3-preview/a82a1c7a9ef51533572f492831d154eac8f23b3a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733e2331ff09f59ea3c87fe5d6,https://open.spotify.com/embed/track/4feXcsElKIVsGwkbnTHAfV
145,Sebastian Yatra,co,Pop,m,1,2018,VAGABUNDO,spotify:artist:07YUOmWljBTXwIseAUd9TW,https://i.scdn.co/image/ab6761610000e5eb650a498358171e1990efeeff,https://p.scdn.co/mp3-preview/ecc54018d0e245f8cd178c40b2ff3fd2d98fcc0c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04,https://open.spotify.com/embed/track/1MB8kTH7VKvAMfL9SHgJmG
146,Pharrell Williams,us,R&B,m,1,2006,Doctor (Work It Out) [feat. Miley Cyrus],spotify:artist:2RdwBSPQiwcmiDo9kixcl8,https://i.scdn.co/image/ab6761610000e5ebf0789cd783c20985ec3deb4e,https://p.scdn.co/mp3-preview/6ca2f27fc8c72bc24ab6e0da483636c7e789a623?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730b33baa98ef691f09bfa23a1,https://open.spotify.com/embed/track/4f9wNNZET9wH7eMBgONd3d
147,Dire Straits,gb,Rock,m,4,1978,Sultans of Swing,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393,https://p.scdn.co/mp3-preview/6c0bfa3651ea6c18e00fb5366b86655ca691a852?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27305b07080bdc2dd0e2cf6f008,https://open.spotify.com/embed/track/6cr6UDpkjEaMQ80OjWqEBQ
148,Polo G,us,Hip Hop,m,1,2019,Martin & Gina,spotify:artist:6AgTAQt8XS6jRWi4sX7w49,https://i.scdn.co/image/ab6761610000e5ebbedf3bdf589da06d1567196c,https://p.scdn.co/mp3-preview/26ae09172d72ee19e5752397269942b476fa0b0f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,https://open.spotify.com/embed/track/1VLtjHwRWOVJiE5Py7JxoQ
149,Jack Harlow,us,Hip Hop,m,1,2016,Lovin On Me,spotify:artist:2LIk90788K0zvyj2JJVwkJ,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,https://p.scdn.co/mp3-preview/eeeb6151d0049367b3ad3db0389e9e3b116c0774?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,https://open.spotify.com/embed/track/4xhsWYTOGcal8zt0J161CU
150,Oasis,gb,Rock,m,5,1994,Wonderwall - Remastered,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,https://i.scdn.co/image/ab6761610000e5eba572b3112ccbf374488fed58,https://p.scdn.co/mp3-preview/a983b69e865235e4874c8bb1d6b6f700bdebe5e9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf,https://open.spotify.com/embed/track/7ygpwy2qP3NbrxVkHvUhXY
151,U2,ie,Rock,m,4,1980,With Or Without You,spotify:artist:51Blml2LZPmy7TTiAg47vQ,https://i.scdn.co/image/ab6761610000e5eb76e8d4043d65d5b90dd620c6,https://p.scdn.co/mp3-preview/a7e5de3437eecf201cc1817a7b2d8fae96910199?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe,https://open.spotify.com/embed/track/6ADSaE87h8Y3lccZlBJdXH
152,Tory Lanez,ca,Hip Hop,m,1,2016,The Color Violet,spotify:artist:2jku7tDXc6XoB6MO2hFuqg,https://i.scdn.co/image/ab6761610000e5ebbd5d3e1b363c3e26710661c3,https://p.scdn.co/mp3-preview/1d7c627bf549328110519c4bd21ac39d7ca50ea1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,https://open.spotify.com/embed/track/3azJifCSqg9fRij2yKIbWz
153,The Neighbourhood,us,Alternative,m,5,2013,Sweater Weather,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,https://open.spotify.com/embed/track/2QjOHCTQ1Jl3zawyYOpxh6
155,Natanael cano,mx,Hip Hop,m,1,2019,Madonna,spotify:artist:0elWFr7TW8piilVRYJUe4P,https://i.scdn.co/image/ab6761610000e5eb0819edd43096a2f0dde7cd44,https://p.scdn.co/mp3-preview/1f5da933d7ad8458956721a548e4cb3f565a377e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fcd2820c9b859adc64a64b88,https://open.spotify.com/embed/track/5LhI8m7n8xlQmNe3b7Rwis
156,Jhayco,pr,Hip Hop,m,1,2019,DÁKITI,spotify:artist:6nVcHLIgY5pE2YCl8ubca1,https://i.scdn.co/image/ab6761610000e5eb409c53e5e4a8438ccc5c51d0,https://p.scdn.co/mp3-preview/78f5e89d6384301b40fd9e5a659152a33dac6646?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,https://open.spotify.com/embed/track/4MzXwWMhyBbmu6hOcLVD49
157,Gucci Mane,us,Hip Hop,m,1,2005,Wake Up in the Sky,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428,https://p.scdn.co/mp3-preview/6a8b8a604866070283a65bc021cb51330555e9c7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736e4366b5308fd1c5462eb3ab,https://open.spotify.com/embed/track/2G1tXoGBaEMJ7FKGnkf6ud
158,Macklemore,us,Hip Hop,m,1,2005,Can't Hold Us (feat. Ray Dalton),spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,https://i.scdn.co/image/ab6761610000e5eb488b3b242f97163a7f8e17b9,https://p.scdn.co/mp3-preview/8c9523a2742ba6dc93ce1d719e9daa8aaedaa3d8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,https://open.spotify.com/embed/track/22skzmqfdWrjJylampe0kt
159,Sabrina Carpenter,us,Pop,f,1,2015,Feather,spotify:artist:74KM79TiuVKeVCqs8QtB0B,https://i.scdn.co/image/ab6761610000e5eb00e540b760b56d02cc415c47,https://p.scdn.co/mp3-preview/fda145d12a84306269e306b96f2837deecbd829d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827,https://open.spotify.com/embed/track/2Zo1PcszsT9WQ0ANntJbID
160,Luke Combs,us,Country,m,1,2017,Fast Car,spotify:artist:718COspgdWOnwOFpJHRZHS,https://i.scdn.co/image/ab6761610000e5eb5db6179b28f7e3654898b279,https://p.scdn.co/mp3-preview/1dc0426c95058783e0fe1d70c41583ca98317108?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,https://open.spotify.com/embed/track/1Lo0QY9cvc8sUB2vnIOxDT
161,Don Toliver,us,Hip Hop,m,1,2018,Bandit,spotify:artist:4Gso3d4CscCijv0lmajZWs,https://i.scdn.co/image/ab6761610000e5eb99280563ab81232f397d5dce,https://p.scdn.co/mp3-preview/08082a5c6306207179dcc44af304b9967c3ca9d0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a149905378aeccdfcc04aa80,https://open.spotify.com/embed/track/7sTyAjxDXq9afwfSQy6D0s
162,Lil Nas X,us,Hip Hop,m,1,2021,INDUSTRY BABY (feat. Jack Harlow),spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,https://i.scdn.co/image/ab6761610000e5eb0c3c7f83cf57525762802a1d,https://p.scdn.co/mp3-preview/2bfa1aca3b507df2cc3aac0b37bbc05b74c096cd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://open.spotify.com/embed/track/5Z9KJZvQzH6PFmb8SNkxuk
163,Lewis Capaldi,gb,Pop,m,1,2019,Someone You Loved,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28,https://p.scdn.co/mp3-preview/d0a8c5301bb8468037f613b2f5d3f9ab232f8923?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,https://open.spotify.com/embed/track/7qEHsqek33rTcFNT9PFqLf
164,Duki,ar,Hip Hop,m,1,2019,Los del Espacio,spotify:artist:1bAftSH8umNcGZ0uyV7LMg,https://i.scdn.co/image/ab6761610000e5ebdc25969093ccc4655316c9b9,https://p.scdn.co/mp3-preview/5bbdd15509b10d1b62cf5aa43500255754e2096b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a,https://open.spotify.com/embed/track/1Hs1uUl8o2VtDp1DABFq0O
165,Lil Durk,us,Hip Hop,m,1,2012,All My Life (feat. J. Cole),spotify:artist:3hcs9uc56yIGFCSy9leWe7,https://i.scdn.co/image/ab6761610000e5eb09791422702c3fa9780468d4,https://p.scdn.co/mp3-preview/736c0ff37c1b6b7ca182ea6e78db36163e5e6eae?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719,https://open.spotify.com/embed/track/6T7FXSuXykeGktMLGp8WgE
166,Ellie Goulding,gb,Pop,f,1,2010,Outside (feat. Ellie Goulding),spotify:artist:0X2BH1fck6amBIoJhDVmmJ,https://i.scdn.co/image/ab6761610000e5ebc3cd7dc428871e8985d62b9a,https://p.scdn.co/mp3-preview/258a571c0ae04c58dad7ff59c49b0bd39cb1986b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756,https://open.spotify.com/embed/track/7MmG8p0F9N3C4AXdK6o6Eb
167,Bob Marley & The Wailers,jm,Reggae,m,3,1965,Could You Be Loved,spotify:artist:2QsynagSdAqZj3U9HgDzjD,https://i.scdn.co/image/b5aae2067db80f694a980e596e7f49618c1206c9,https://p.scdn.co/mp3-preview/d2253556f10fdcba3c7237e582f300cea2116972?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,https://open.spotify.com/embed/track/5O4erNlJ74PIF6kGol1ZrC
168,Rick Ross,us,Hip Hop,m,1,2006,Everyday Hustle,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,https://i.scdn.co/image/ab6761610000e5eb8196a8109c28a8b8aca28fae,https://p.scdn.co/mp3-preview/a9efc05f4f7b8b1e95c8a717511e024e794bc7bf?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://open.spotify.com/embed/track/3Vg7nPYlOrCkcV1abKbRQ1
169,Machine Gun Kelly,us,Hip Hop,m,1,2012,I Think I'm OKAY (with YUNGBLUD & Travis Barker),spotify:artist:6TIYQ3jFPwQSRmorSezPxX,https://i.scdn.co/image/ab67616d0000b2734f88aa4c73f3017a3e21d9d4,https://p.scdn.co/mp3-preview/966e043488d7a83b9101d0854d6e6995cabdc4d5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cfc4b1939aba562fc97159c5,https://open.spotify.com/embed/track/0DMVFAOUlWJLMId9iAMbDk
170,Fall Out Boy,us,Rock,m,4,2003,Centuries,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,https://p.scdn.co/mp3-preview/d6fcac6047be8c069b563701022ce2713d7c05cf?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,https://open.spotify.com/embed/track/04aAxqtGp5pv12UXAg4pkq
171,Luis Miguel,mx,Pop,m,1,1985,Ahora Te Puedes Marchar,spotify:artist:2nszmSgqreHSdJA3zWPyrW,https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29,https://p.scdn.co/mp3-preview/ae32c231fe396675204a9be10ef413497bf208d7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27320e3b8f2b044117fe02790e1,https://open.spotify.com/embed/track/1uKjQoh8JZj9ryuYRhpd7E
172,Marília Mendonça,br,Latin,f,1,2016,Leão,spotify:artist:1yR65psqiazQpeM79CcGh8,https://i.scdn.co/image/ab6761610000e5ebffaebdbc972967729f688e25,https://p.scdn.co/mp3-preview/1050ed8afb9d2ad234fcf93ba050ab0f6aecc74c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cca35237571dbce12a43fbb4,https://open.spotify.com/embed/track/53PpijFATt35Zxfl6LTxoK
173,Lil Yachty,us,Hip Hop,m,1,2016,A Cold Sunday,spotify:artist:6icQOAFXDZKsumw3YXyusw,https://i.scdn.co/image/ab6761610000e5eb86c7c38d4c8c461dba55035c,https://p.scdn.co/mp3-preview/45c69fbfa43598b0e611cb81df02f7fc1b1d0cfb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27301988601f2c1ac0d6e60c772,https://open.spotify.com/embed/track/1Y1jtaZOJYgXBl7lKdLc9o
174,Fuerza Regida,mx,Latin,m,5,2018,Que Onda,spotify:artist:0ys2OFYzWYB5hRDLCsBqxt,https://i.scdn.co/image/ab6761610000e5eb1b85fbf9507041aab224336d,https://p.scdn.co/mp3-preview/84bedddb9d7ae9cc58aad446d435c9eea28bdabb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66,https://open.spotify.com/embed/track/6uIIdjYTxxpWOyWuVXrKQO
175,James Arthur,gb,Pop,m,1,2013,Say You Won't Let Go,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,https://i.scdn.co/image/ab6761610000e5eb2a0c6d0343c82be9dd6fce0b,https://p.scdn.co/mp3-preview/2eed95a3c08cd10669768ce60d1140f85ba8b951?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,https://open.spotify.com/embed/track/5uCax9HTNlzGybIStD3vDh
176,Nirvana,us,Rock,m,3,1989,Smells Like Teen Spirit,spotify:artist:6olE6TJLqED3rqDCT0FyPh,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b,https://p.scdn.co/mp3-preview/91219ebc0d0505a1001c4b854f8b2451fcec95b8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,https://open.spotify.com/embed/track/5ghIJDpPoe3CfHMGu71E6T
177,Bizarrap,ar,Hip Hop,m,1,2017,"Young Miko: Bzrp Music Sessions, Vol. 58",spotify:artist:716NhGYqD1jl2wI1Qkgq36,https://i.scdn.co/image/ab6761610000e5eb14add0d3419426b84158b913,https://p.scdn.co/mp3-preview/9416c58197239a900e6a5af5b51815d7343609f7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05,https://open.spotify.com/embed/track/6VciS3dRMpZhJiDxT8ArFi
178,Roddy Ricch,us,Hip Hop,m,1,2018,The Box,spotify:artist:757aE44tKEUQEqRuT6GnEB,https://i.scdn.co/image/ab6761610000e5eb9c30c6b69a55d48decd71600,https://p.scdn.co/mp3-preview/6306fda4df77cbcaf47c8b9fa3575ce457504c9c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,https://open.spotify.com/embed/track/0nbXyq5TXYPCO7pr3N8S4I
179,Radiohead,gb,Alternative,m,5,1993,Creep,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,https://p.scdn.co/mp3-preview/713b601d02641a850f2a3e6097aacaff52328d57?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,https://open.spotify.com/embed/track/70LcF31zb1H0PyJoS1Sx1r
180,Henrique & Juliano,br,Latin,m,2,2012,Quase Algo - Ao Vivo Em Nova Iorque / 2022,spotify:artist:3p7PcrEHaaKLJnPUGOtRlT,https://i.scdn.co/image/ab6761610000e5ebb713c619cc12ca1866136419,https://p.scdn.co/mp3-preview/696437a24a40b0a411f4b73500fcb6fc0c7fc55b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f4cd354192a44f0e26d5a877,https://open.spotify.com/embed/track/3iam4WkRoqMoBBCwDFZNgd
181,AC/DC,au,Rock,m,5,1976,Highway to Hell,spotify:artist:711MCceyCBcFnzjGY4Q7Un,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,https://p.scdn.co/mp3-preview/e5dde93998c6b622d0ac236ceeaabd49481da078?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0,https://open.spotify.com/embed/track/2zYzyRzz6pRmhPzyfMEC8s
182,Enrique Iglesias,es,Latin,m,1,1995,ASI ES LA VIDA,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,https://i.scdn.co/image/ab6761610000e5eb952701937c396cfa9b598a37,https://p.scdn.co/mp3-preview/6f67d028d788a09dea00bf4d16d0e771744a942b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733d2a295bbc9935d3e4b5bfe5,https://open.spotify.com/embed/track/0Me3GyNuLOa1YTIxhJPyCn
183,Justin Quiles,pr,Latin,m,1,2015,Medallo,spotify:artist:14zUHaJZo1mnYtn6IBRaRP,https://i.scdn.co/image/ab6761610000e5eb0ee36fe4dc067916c08cf839,https://p.scdn.co/mp3-preview/3004da5477c0e4690a3be22d54a865996387a8e2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730a0ee97e8ba4373476538f19,https://open.spotify.com/embed/track/6lX6l7OuA3qrnIRfdsr0dw
184,Zach Bryan,us,Country,m,1,2019,I Remember Everything (feat. Kacey Musgraves),spotify:artist:40ZNYROS4zLfyyBSs2PGe2,https://i.scdn.co/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,https://p.scdn.co/mp3-preview/22b240f7ef2eff38bd12fb0c94dfea5e1d70e20a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,https://open.spotify.com/embed/track/4KULAymBBJcPRpk1yO4dOG
185,Logic,us,Hip Hop,m,1,2014,1-800-273-8255,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,https://i.scdn.co/image/ab6761610000e5eb6581cd61841a546e8ba1dc1f,https://p.scdn.co/mp3-preview/e60d9d46d42425e4bab86bedca7597c308958f9b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,https://open.spotify.com/embed/track/5tz69p7tJuGPeMGwNTxYuV
186,Pink Floyd,gb,Rock,m,4,1967,"Another Brick in the Wall, Pt. 2",spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,https://p.scdn.co/mp3-preview/73d913b1a9cfa64fda1f7d04d7bb16345fa0aac4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735d48e2f56d691f9a4e4b0bdf,https://open.spotify.com/embed/track/4gMgiXfqyzZLMhsksGmbQV
187,Kali Uchis,co,R&B,f,1,2015,Igual Que Un Ángel (with Peso Pluma),spotify:artist:1U1el3k54VvEUzo3ybLPlM,https://i.scdn.co/image/ab6761610000e5eb51dfdac248da65a860963b68,https://p.scdn.co/mp3-preview/9a225f1297ced3d8c60985e3561c62c5f9032596?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b968625b03ec59b30b48e9c3,https://open.spotify.com/embed/track/6XaJfhwof7qIgbbXO5tIQI
188,Ne-Yo,us,R&B,m,1,2006,Give Me Everything (feat. Nayer),spotify:artist:21E3waRsmPlU7jZsS13rcj,https://i.scdn.co/image/ab6761610000e5ebca118e3822061f7b7f6bc537,https://p.scdn.co/mp3-preview/6eafa4293d2b35b2e75ffab5ec1bba8ec00d5082?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://open.spotify.com/embed/track/4QNpBfC0zvjKqPJcyqBy9W
189,Charli XCX,gb,Pop,f,1,2013,Von dutch,spotify:artist:25uiPmTg16RbhZWAqwLBy5,https://i.scdn.co/image/ab6761610000e5eb936885667ef44c306483c838,https://p.scdn.co/mp3-preview/7faf86e041f0fc977545aadc2b4f852eb5f145d4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c785c27da601350c05390d39,https://open.spotify.com/embed/track/01TnMXIy7mJJQ7E8uy937N
190,Anitta,br,Pop,f,1,2013,BELLAKEO,spotify:artist:7FNnA9vBm6EKceENgCGRMb,https://i.scdn.co/image/ab6761610000e5ebbb41094270432432b29fa649,https://p.scdn.co/mp3-preview/9c583854ac4a2848f96b103b31a111c78d3f69df?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d,https://open.spotify.com/embed/track/05WVKTdZhlIMX4qqMLuo0f
191,Martin Garrix,nl,Electronic,m,1,2021,In the Name of Love,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,https://i.scdn.co/image/ab6761610000e5eb45c3688488f871aace7a4a57,https://p.scdn.co/mp3-preview/4ed5a7f1b466a7635d625240b600af899a8e5b51?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738c77bcf5f5a227d270d23370,https://open.spotify.com/embed/track/23L5CiUhw2jV1OIMwthR3S
